Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
UI Developer,RightData Labs Privae Ltd,"Hyderabad, Telangana","3,00,000 - 8,00,000 a year","3+ years of overall experience in building web applications.Programming expertise in JavaScript, jQuery, Ajax, Bootstrap.Notice period : Immediate to 30 Days.",0.0,na,1.0
UI Developer,Pazzo Solutions,"Bengaluru, Karnataka","6,00,000 - 9,00,000 a year","We are seeking a hard-core UI developer to design high-end applications.Scope of software development projects, collaborating on the development of software…",0.0,Programming / HTML: 3 yearsJavascript: 3 yearsAngularJS: 3 years,1.0
MLM Software Developer,GET MLM SOFTWARE,"New Delhi, Delhi","20,000 - 40,000 a month","NET design patterns is must.Ensure the best possible performance, quality, and responsiveness of applications.Candidate should have worked on SQL Server.",0.0,.NET: 2 yearsTotal work: 2 yearsWeb Api: 2 years,1.0
Fusion HCM Software Engineer/Developer,UBS,"Pune, Maharashtra",na,Providing technical expertise and recommendations in assessing new software projects and initiatives to support and enhance our existing applications.,3.8,na,1.0
Embedded Software Developer,Intellisense Technology,"Jalandhar, Punjab","15,000 - 40,000 a month","Embedded software: 2 years (Required).EMBEDDED ENGINEER Key Skills: Linux/Android porting, ARM Cortex-M, nRF52, ESP8266, TFT-LCD display, GSM/GPRS/GPS, Code…",4.3,Embedded software: 2 years,1.0
Software Architect - MEAN Stack Development,NIS Pvt. Ltd,"New Delhi, Delhi","18,00,000 - 25,00,000 a year","Knowledge in JavaScript/MEAN, highly scalable cloud-based systems architecture/ big data framework, multitenant service-based architecture, enterprise…",0.0,na,1.0
Software Developer Intern,Concept Solutions,"Thiruvananthapuram, Kerala",na,"Extensive knowledge in object-oriented analysis, designs concepts and design patterns.Concept Solutions is looking for a number of intelligent, hard-working,…",0.0,na,1.0
Odoo Developer,Nuchange Informatics,"Bengaluru, Karnataka","4,00,000 - 8,00,000 a year","Perform development tasks, including software design and coding, with minimal supervision and deliver production quality code.Where are you currently located?",0.0,Software development: 1 yearPython: 1 yearOdoo: 1 year,1.0
Unity3D Developer,Impresario Promotions,"Okhla, Delhi, Delhi",na,"As an AR/MR/ VR developer at Impresario Promotions , you will be required to deliver quality experiences by working closely with the other developers, designers…",0.0,na,1.0
Backend Developer - Intern,Gnani.ai,"Bengaluru, Karnataka",na,Optimization of the application for maximum speed and scalability.Certification in Python will be desirable.Implementation of security and data protection.,0.0,na,1.0
.NET MVC Developer,The Global Skills,"Noida, Uttar Pradesh","40,000 - 65,000 a month","Ensure the best possible performance, quality, and responsiveness of applications.Extensive experience in web applications(.net, MVC, core and other Microsoft…",0.0,na,1.0
Software Support Engineer,BigStep Technologies,"Gurgaon, Haryana",na,"The desired candidate must have a technical background in computers / software with good analytical and problem solving skills, and strong written communication…",3.8,na,1.0
Hiring Python-Django with postgresql (Backend developer),HRinnovations,"Gurgaon, Haryana","15,000 - 20,000 a month",Hiring candidates for Python-Django backend developer.Minimum 1+ year experience required.Kindly call/whatsapp on 9769460342.Total work: 1 year (Preferred).,0.0,na,1.0
ASP.NET Developer,Destination Technologies,"Delhi, Delhi","1,80,000 - 2,50,000 a year","Candidate shall also be required to deploy the applications on server.Development of web based solutions using ASP.NET, C#, MS SQL, Json.",0.0,Work: 1 yearTotal work: 1 year,1.0
Angular Developer,CodeStore Technologies,"Noida, Uttar Pradesh","3,00,000 - 12,00,000 a year","Responsible for development of new highly-responsive, new user-facing features using Angular.We are looking for a Angular Developer who has experience in front…",0.0,4: 3 yearsBachelor's,1.0
ASP.NET MVC Developer,zOrder Technologies Pvt. Ltd.,"Pitampura, Delhi","18,000 a month","Net developer having knowledge of C#.ZOrder is looking for MVC .Salary: Up to ₹18,000.00 per month.",0.0,MVC .Net: 1 yearC#: 1 yearMaster's,1.0
"Hiring For PHP Developer, in Sector 67, Gurgaon",Achievin Solutions,"Gurgaon, Haryana","4,00,000 - 9,00,000 a year",Software development: 3 years (Required).Total work: 3 years (Required).Salary: - Negotiable but no bar for the right candidate.,0.0,Software development: 3 yearsTotal work: 3 years,1.0
Software Engineer,Allscripts Asia,"Vadodara, Gujarat",na,"Database architecture, design, development, and optimization using Oracle.Total 3-5 years of experience.With the largest community of clients in healthcare,…",0.0,na,1.0
UI Developer,Great Place IT Services Pvt Ltd,"Nagpur, Maharashtra","1,55,033 - 6,44,471 a year","Work with other developers to ensure that the website is functional and visually appealing.Must having the experience *in HTML, CSS, JavaScript, JSX, SCSS,…",0.0,na,1.0
Junior iOS Developer,Uniqubic Solutions,"Gurgaon, Haryana","50,000 - 70,000 a month",Comfortable with third-party library integration using Cocoa Pods.Should have experience in Swift 4 & 5.Must have experience in Push Notifications.,0.0,Swift: 1 yearIOS: 1 yearBachelor's,1.0
Software Engineer,Neuronimbus Software Services,"Gurgaon, Haryana","4,00,000 - 9,00,000 a year","We run the tight rope of being able to think up ideas for new brand activations, digital marketing and at the same time come in as your mobile and web…",0.0,na,1.0
Associate Software Engineer,ATOCONN SYSTEM LABS PRIVATE LIMITED,"Bhiwandi, Maharashtra","3,000 - 6,000 a month",The candidate will be working as an Associate Software Engineer & going through training if necessary.Candidate must have analytical thinking.,0.0,na,1.0
OBIEE Developer,Nexvisionix Pvt Ltd,"Bengaluru, Karnataka","7,00,000 a year","Develop business model and metadata repository based on requirements.Experience in creating level-based measures and measures that involves time series,…",0.0,na,1.0
"MS Associate Software Engineer(842, As400)",Allscripts Asia,"Pune, Maharashtra",na,"With the largest community of clients in healthcare, Allscripts is able to deliver an integrated platform of clinical, financial, connectivity and information…",0.0,na,1.0
Mobile App Developer,Silicate Technologies Pvt Ltd,"Delhi, Delhi",na,Developing business logic based on application requirements and integrating API based on endpoints provided by the back-end development team.,0.0,Work: 1 yearTotal work: 1 yearDeveloper: 1 year,1.0
C++ Developer,Venera Video Tech Pvt Ltd,"Noida, Uttar Pradesh","20,000 - 1,00,000 a month","Mature, ability to understand the business perspective of requirements and interpersonal relationships when interacting with non-team members.",0.0,na,1.0
Web Designer & Developer,Netbliss marketing,"New Delhi, Delhi","11,905 - 30,000 a month","Proficiency in at least one server-side technology (Java, PHP, NodeJS, Python, Ruby).You must be comfortable working as part of a team while taking the…",0.0,na,1.0
Software Developer Freshers,iNFOX Technologies,"Kochi, Kerala","15,000 - 21,000 a month","Developing AR Applications in Unity and Android.BTECH, BE, MTECH, ME, BCA, MCA, BSC COMPUTER SCIENCE, MSC COMPUTER SCIENCE Students of 2020 passout can apply.",0.0,Diploma,1.0
Odoo Developer,Rovi91 Innovations Pvt Ltd(Mall91.com),"Noida, Uttar Pradesh","2,73,335 - 11,14,530 a year",Consistently create quality software that meets specific design and requirements on stated timelines.Knowledge of the Software Development Life Cycle in an…,0.0,na,1.0
Frontend Developer,Redian Software,"Noida, Uttar Pradesh","9,00,000 a year","Basic knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image.Upto INR 900000 Per Year.",0.0,na,1.0
PHP JUNIOR DEVELOPER / TRAINEE,Sjm Softech Pvt Ltd,"Delhi, Delhi",na,"We seek talented, self starter and self motivated engineering and technology background individuals with drive to learn and create great web application.",0.0,na,1.0
.Net Developer,STARiENGINEERING,"New Delhi, Delhi",na,"Experience in analysis, design and development of client/server, web based application.Ability to learn & development using new technologies quickly.",0.0,na,1.0
Urgent Hiring: Front End Angular Developer,Stockaxis Pvt Ltd,"Nariman Point, Mumbai, Maharashtra","50,000 - 68,000 a month","3+ years of professional experience building responsive Websites UI using AngularJS / Angular8/9,HTML5,CSS3,Bootstrap,Jquery,and JavaScript consuming RESTful…",0.0,na,1.0
Front end Developer (Intern),PegaLogics,"Noida, Uttar Pradesh",na,"You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining…",0.0,na,1.0
Web Developer,AMS Digital,"Okhla Industrial Estate, Delhi","15,000 - 30,000 a month","Write well designed, testable, efficient code by using best software development practices.Create website layout/user interface by using standard HTML/CSS…",0.0,na,1.0
SAP ABAP Developer,Gracious web technologies and placement service,"Noida, Uttar Pradesh","3,00,000 a year","You may also design, develop and/or re-engineer highly complex application components and integrate software packages, programs and reusable objects residing on…",0.0,na,1.0
Blockchain Developer || Immediate Joiner,Infoneo Technologies Pvt. Ltd.,"Noida, Uttar Pradesh","7,00,000 a year",2+ years of experience in blockchain development.Experience working with large codebases.Experience working with open-source projects.,0.0,na,1.0
Java/J2EE Developer,"KSAP Technologies, Inc.","Delhi, Delhi","50,000 - 1,00,000 a month","Software development: 3 years (Required).They will be involved in all aspects of software delivery including analysis, requirements gathering, design,…",0.0,Software development: 3 yearsJava: 2 years,1.0
Software Developer,WSD Consultant Pvt Ltd,"Delhi, Delhi","20,000 - 38,000 a month","We have an urgent opening for Developer.Skills Required into VB 0.6 Experience .Salary: ₹20,000.00 - ₹38,000.00 per month.VB 0.6: 1 year (Required).",0.0,VB 0.6: 1 year,1.0
Web Developer,Power Gummies,"Delhi, Delhi",na,"Strong hands to Install & Customize the new Shopify theme and Apps Clear concept of HTML, CSS, JavaScript / Shopify at least 1 year of hands-on experience.",0.0,na,1.0
Software Developer,"MICA Educational Co. (P) Ltd., Main Road Ranchi","Ranchi, Jharkhand","15,000 - 25,000 a month","Software development: 2 years (Required).Development,designing & Coding of web-application.Having experience of atleast 2 years.",0.0,Software development: 2 yearsBachelor's,1.0
Fullstack Developer / Lead Jobs in Remote,SnapHunt Pte Ltd,Remote,"20,00,000 a year","With a vast industry, project and technical expertise team, they are able to tailor solutions to enable business enterprises in order to improve their business…",0.0,na,1.0
Python Developer,Nuage Biztech,"Noida, Uttar Pradesh",na,Integration of user-facing elements developed by front-end developers with server-side logic.Your primary focus will be the development of all server-side…,0.0,na,1.0
Blockchain Developer,Mobiloitte Technologies,"New Delhi, Delhi",na,"Experience in blockchain applications or proof-of-concepts (POCs) using Hyperledger Fabric, Hyperledger Sawtooth, Ethereum, EOS and other blockchain protocols.",2.6,na,1.0
Software Engineer - Front-End,Société Générale,"Bengaluru, Karnataka",na,Require 3 to 6 yrs experience on front end technologies.Familiarity with browser testing and debugging using JavaScript-based tools like Chrome Developer…,3.9,na,1.0
