Job_position,Company,requirements,rating,experience,avg_yearly_sal,work_category,education_level,job_title,State,Cities
flutter developer,codesynch,experience year year yr flutter people relevant experience apply salary per year,,,845871.0,0,0,0,10,2
immediate hiring junior software developer,best caliber creator,qualification requirement b tech mca skill set android php dotnet java,,,125000.0,0,0,0,22,5
machine learning intern,mavenai technology,ability think box passion learning computer vision machine learning expected machine learning model training testing etc,,bachelor,120000.0,0,1,0,22,5
software engineer python machine learning ai,truedge software solution,software engineer python machine learning ai hyderabad job title python machine learning ai software engineer detail start date asap,3.7,,0.0,0,0,0,23,4
big data hadoop developer,ibronix technology solution pvt ltd,software development year preferred writing sql script adls using hive application must total work year preferred,,,1350000.0,0,0,0,22,5
web application developer,ucertify,join team talented developer create product used million student teacher worldwide fresher ctc lpa,3.7,,297000.0,0,0,0,26,63
full stack software developer data science,ecometric,five year work experience cloud based software development data analytics application experience supervised unsupervised machine,,,0.0,0,0,0,13,7
data scientist,costrategix,conduct research prototyping innovation data requirement gathering solution scoping architecture consulting client client facing team,4.0,,0.0,0,0,0,10,2
assoc software engineer,aci worldwide,participates planning designing developing testing software system application product enhancement majority time spent pc phys req,3.4,,0.0,0,0,0,10,2
software engineer,boole,work data scientist analyst improve software troubleshoot debug upgrade software create security data protection setting,,,400000.0,0,0,0,10,2
hybrid developer,webgarh solution,software development year preferred bachelor degree computer science technical field plus year experience hybrid app development,,,420000.0,0,1,0,19,265
software developer etl,sapiens,understand pre designed insurance specific target data model meta data layer data mart etl process php java knowledge advantage,3.2,,0.0,0,0,0,10,2
software designer oracle data integrator oracle database,pnr software solution,hiring software designer client gurugram interested candidate please send updated resume recruiter pnrsoftsol com,,,0.0,0,0,0,7,47
software tester,paper plane design solution pvt ltd,strong verbal written technical communication skill explain bug issue identified produce bug report documentation feedback,,total work yearmanual testing yearbachelor,300000.0,0,1,0,13,0
machine learning engineer,first choice consultant service,proficiency python basic library machine learning scikit learn panda proficiency deep learning framework tensorflow,,machine learning yearswork yearstotal work year,450000.0,0,0,0,7,47
software engineer full stack developer,camcom technology pvt ltd,able build responsive website using html cs jquery angularjs vuejs looking highly skilled computer programmer,,,1050000.0,0,0,0,10,2
data analyst,dimentics info tech pvt ltd,acquire data primary secondary data source maintain database data system identify analyze interpret trend pattern complex data,,,402000.0,0,0,0,32,1
website developer,prettify creative,create maintain software documentation net javascript ruby rail b computer science related field web development year preferred,,,210000.0,0,0,0,7,47
full stack developer,busibud solution private ltd,software complex prepared fast growing startup specializing automated training software one product,,,270000.0,0,0,0,29,43
java j ee developer,eshop,job urgent requirement java developer noida location experience required job year salary per year,,,383892.5,0,0,0,26,63
data scientist,netradyne,perform data wrangling task acquiring cleaning structuring enriching data experience data visualization storytelling,,,0.0,0,0,0,10,2
data quality developer,servicenow,strong understanding data quality data standardization principal investigate data issue conducting root cause analysis reporting data,3.6,,0.0,0,0,0,23,4
data scientist,novartis,innovates recommends sophisticated predictive analytics computational science natural language processing nlp machine learning deep learning,4.1,,0.0,0,0,0,23,4
ui developer,cisco system,qualified candidate posse m b computer science engineering year software development experience strong proficiency,4.1,,0.0,0,0,0,10,2
java developer fresher,right soft option,testing debugging software application analyzing system user requirement software product writing clean scalable java code,,,108000.0,0,0,0,11,67
