Job_position,Company,requirements,rating,posting_frequency,avg_yearly_sal,work_category,net_experience,education_level,job_title,State,Cities,job_descr_len
asp net mvc developer,cogniscient business solution,good exposure asp net mvc profile minimum year salary per month total work year required,5.0,1,360000.0,0,2.0,1,0,26,63,88
operation manager,wes placement service pvt ltd,bachelor degree operation management business administration related field knowledge general business software aptitude learn new,3.0199999809265137,86,600000.0,0,2.7799999713897705,1,0,6,3,129
android developer,omrees technology,android developer year preferred strong skill java gradle apis sdks firebase material design google map place social medium integration,3.8299999237060547,100,135000.0,0,1.6299999952316284,0,0,6,9,135
ar caller andheri,tiara consultancy service,prior experience working medical billing company use medical billing software considered advantage ar caller year preferred,3.809999942779541,71,258000.0,0,3.5399999618530273,0,0,13,0,123
website developer,kytero immigration pvt ltd,website software application designing building maintaining directing performing website update salary per year,4.21999979019165,3,475000.0,0,3.0,1,0,32,1,111
xamarin developer,sensussoft software pvt ltd,good understanding oop design pattern experience using social medium apis candidate knowledge xamarin form based development,2.75,145,420000.0,0,1.0,0,0,6,9,124
intern software engineering nlp ai,qwerty thought medium pvt ltd,qwerty thought reimagining future book publishing industry applying advance machine learning artificial intelligence ai,4.179999828338623,2,12000.0,0,2.930000066757202,0,0,7,47,119
salesforce developer,workstreet,api integration lightning apex mandatory job time pm job type full time contract salary per month,3.6700000762939453,1,600000.0,2,1.8799999952316284,0,0,38,1222,97
software engineer trainee,hcode technology,tech mca student final year start immediately u good iq aptitude mental ability studied data structure,5.0,5,300000.0,0,1.5800000429153442,1,0,7,124,102
bi developer,gsoft technology,crafting executing query upon request data create tool store data develop utility designing developing maintaining business intelligence,3.640000104904175,1,600000.0,0,1.659999966621399,0,0,26,63,136
senior software engineer,slk software,technical expertise design development coding testing debugging software java j ee developer eclipse jdk jwt year required,3.0399999618530273,281,100000.0,0,4.0,0,0,10,2,122
embedded software developer,automaton system,embedded system programming development machine control interface embedded controller motion controller thorough knowledge c c,3.619999885559082,1,240000.0,0,2.390000104904175,1,0,13,0,126
senior iiot software engineer,testamatic system pvt ltd,total work year preferred b tech computer science information science information technology electronics communication,1.7,91,700000.0,0,3.9800000190734863,0,0,10,2,118
web developer,depthin solution,nay javascript technology year preferred job type full time contract walk,3.369999885559082,78,390000.0,2,1.4700000286102295,0,0,6,9,73
game developer,comely enterprise private limited,candidate able implement game functionality per communicated design translate design specification functional game,4.050000190734863,1,300000.0,0,1.5800000429153442,0,0,32,1,114
php developer laravel framework,tefe information technology pvt ltd,software development year preferred strong knowledge sql able develop query complex data able develop rest api,3.690000057220459,482,300000.0,0,3.4200000762939453,0,0,7,25,110
embedded software programmer,hublit lighting private limited,experience application lifecycle management tool software version control defect tracking ensure software quality keen attention detail,3.549999952316284,92,900000.0,0,2.8299999237060547,0,0,32,1,135
java developer,global captcha service,software developer year required worked crud operation spring boot mysql create update select join query procedure,3.940000057220459,91,9600000.0,0,3.0,0,0,13,0,114
need javascript jquery developer,weblink p ltd,need passionate energetic year plus experienced javascript jquery developer capable handle front end back end development,5.0,2,375000.0,0,2.359999895095825,0,0,32,1,121
scala spark developer,inforizon corporate service,software development year preferred need experience complex struct array hive data type need hand experience loading data hive,3.940000057220459,120,1500000.0,0,3.309999942779541,0,0,38,1222,126
lead solution architect,sitel,solely responsible end end web application project design development deployment monitoring finding best tech solution among possible,3.4,67,900000.0,0,1.0499999523162842,0,0,22,5,133
executive associate pharmaceutical,world health organization,good working knowledge gsm oracle based erp system desirable skill eg proficiency use modern office software package,4.2,1,1367639.0,0,1.1799999475479126,0,0,32,1,116
sr software developer deployment service,brinqa,design various rule based data customer use case keeping mind overall design flow specific implementation,3.4100000858306885,48,1130298.0,0,1.9700000286102295,0,0,10,2,105
blockchain hyperledger developer,avilogic inc,big data hadoop knowledge good software development year required looking developer good knowledge blockchain hyoerledger,3.9000000953674316,71,360000.0,0,1.0,0,0,32,1,121
full stack developer,es analysis,debugging script element using browser developer tool applicant passionate creating fantastic user experience feel,4.050000190734863,43,650000.0,0,2.0,1,0,32,1,114
